bacteria,filter.D
Blattabacterium sp. (Blaberus giganteus),FALSE
Blattabacterium sp. (Blatta orientalis),FALSE
Blattabacterium sp. (Blattella germanica),FALSE
Blattabacterium sp. (Cryptocercus kyebangensis),FALSE
Blattabacterium sp. (Mastotermes darwiniensis),FALSE
Blattabacterium sp. (Nauphoeta cinerea),FALSE
Blattabacterium sp. (Periplaneta americana),FALSE
Blattabacterium sp. DPU,FALSE
Blautia argi,FALSE
Blautia coccoides,FALSE
Blautia hansenii,FALSE
Blautia producta,FALSE
Blautia sp. LZLJ-3,FALSE
Blautia sp. SC05B48,FALSE
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,FALSE
Blochmannia endosymbiont of Camponotus nipponensis,FALSE
Blochmannia endosymbiont of Colobopsis nipponica,FALSE
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,FALSE
blood disease bacterium A2-HR MARDI,FALSE
Bombella sp. KACC 21507,FALSE
Bordetella avium,FALSE
Bordetella bronchialis,FALSE
Bordetella bronchiseptica,FALSE
Bordetella flabilis,FALSE
Bordetella genomosp. 13,FALSE
Bordetella genomosp. 6,FALSE
Bordetella genomosp. 8,FALSE
Bordetella genomosp. 9,FALSE
Bordetella hinzii,FALSE
Bordetella holmesii,FALSE
Bordetella parapertussis,FALSE
Bordetella pertussis,FALSE
Bordetella petrii,FALSE
Bordetella pseudohinzii,FALSE
Bordetella sp. H567,FALSE
Bordetella sp. N,FALSE
Bordetella trematum,FALSE
Borrelia anserina,FALSE
Borrelia coriaceae,FALSE
Borrelia crocidurae,FALSE
Borrelia duttonii,FALSE
Borrelia hermsii,FALSE
Borrelia maritima,FALSE
Borrelia mayonii,FALSE
Borrelia miyamotoi,FALSE
Borrelia recurrentis,FALSE
Borrelia sp. A-FGy1,FALSE
Borrelia turcica,FALSE
Borrelia turicatae,FALSE
Borreliella afzelii,FALSE
Borreliella bavariensis,FALSE
Borreliella bissettii,FALSE
Borreliella burgdorferi,FALSE
Borreliella garinii,FALSE
Borreliella valaisiana,FALSE
Bosea sp. ANAM02,FALSE
Bosea sp. AS-1,FALSE
Bosea sp. F3-2,FALSE
Bosea sp. PAMC 26642,FALSE
Bosea sp. RAC05,FALSE
Bosea sp. Tri-49,FALSE
Bosea vaviloviae,FALSE
Bosea vestrisii,FALSE
Boseongicola sp. CCM32,FALSE
Botrytis cinerea,FALSE
Brachybacterium avium,FALSE
Brachybacterium faecium,FALSE
Brachybacterium ginsengisoli,FALSE
Brachybacterium saurashtrense,FALSE
Brachybacterium sp. P6-10-X1,FALSE
Brachybacterium sp. SGAir0954,FALSE
Brachybacterium vulturis,FALSE
Brachyspira hampsonii,FALSE
Brachyspira hyodysenteriae,FALSE
Brachyspira intermedia,FALSE
Brachyspira murdochii,FALSE
Brachyspira pilosicoli,FALSE
Bradymonas sediminis,FALSE
Bradyrhizobium amphicarpaeae,FALSE
Bradyrhizobium arachidis,FALSE
Bradyrhizobium betae,FALSE
Bradyrhizobium canariense,FALSE
Bradyrhizobium cosmicum,FALSE
Bradyrhizobium diazoefficiens,FALSE
Bradyrhizobium elkanii,FALSE
Bradyrhizobium erythrophlei,FALSE
Bradyrhizobium genosp. B,FALSE
Bradyrhizobium genosp. L,FALSE
Bradyrhizobium guangdongense,FALSE
Bradyrhizobium guangxiense,FALSE
Bradyrhizobium guangzhouense,FALSE
Bradyrhizobium icense,FALSE
Bradyrhizobium japonicum,FALSE
Bradyrhizobium lablabi,FALSE
Bradyrhizobium oligotrophicum,FALSE
Bradyrhizobium ottawaense,FALSE
Bradyrhizobium paxllaeri,FALSE
Bradyrhizobium sp.,FALSE
Bradyrhizobium sp. 1(2017),FALSE
Bradyrhizobium sp. 6(2017),FALSE
Bradyrhizobium sp. BTAi1,FALSE
Bradyrhizobium sp. CCBAU 051011,FALSE
Bradyrhizobium sp. CCBAU 21365,FALSE
Bradyrhizobium sp. CCBAU 51753,FALSE
Bradyrhizobium sp. CCBAU 51765,FALSE
Bradyrhizobium sp. CCBAU 53338,FALSE
Bradyrhizobium sp. CCBAU 53340,FALSE
Bradyrhizobium sp. CCBAU 53351,FALSE
Bradyrhizobium sp. CCBAU 53421,FALSE
Bradyrhizobium sp. CCGE-LA001,FALSE
Bradyrhizobium sp. LCT2,FALSE
Bradyrhizobium sp. ORS 278,FALSE
Bradyrhizobium sp. ORS 285,FALSE
Bradyrhizobium sp. SK17,TRUE
Bradyrhizobium sp. TM102,FALSE
Bradyrhizobium sp. WSM471,FALSE
Bradyrhizobium symbiodeficiens,FALSE
Bradyrhizobium vignae,FALSE
Bradyrhizobium zhanjiangense,FALSE
Brasilonema sennae,FALSE
Bremerella volcania,FALSE
Brenneria goodwinii,FALSE
Brenneria rubrifaciens,FALSE
Breoghania sp. L-A4,FALSE
Brevefilum fermentans,FALSE
Brevibacillus agri,FALSE
Brevibacillus brevis,FALSE
Brevibacillus formosus,FALSE
Brevibacillus laterosporus,FALSE
Brevibacillus sp. 7WMA2,FALSE
Brevibacillus sp. JNUCC-41,FALSE
Brevibacillus sp. SCSIO 07484,FALSE
Brevibacterium aurantiacum,FALSE
Brevibacterium linens,FALSE
Brevibacterium luteolum,FALSE
Brevibacterium paucivorans,FALSE
Brevibacterium sandarakinum,FALSE
Brevibacterium siliguriense,FALSE
Brevibacterium sp. 'Marine',FALSE
Brevibacterium sp. CS2,FALSE
Brevibacterium sp. JNUCC-42,FALSE
Brevibacterium sp. o2,FALSE
Brevibacterium sp. PAMC23299,FALSE
Brevibacterium sp. WO024,FALSE
Brevibacterium sp. YB235,FALSE
Brevirhabdus pacifica,FALSE
Brevundimonas diminuta,FALSE
Brevundimonas mediterranea,FALSE
Brevundimonas naejangsanensis,FALSE
Brevundimonas sp. Bb-A,FALSE
Brevundimonas sp. DS20,FALSE
Brevundimonas sp. GW460-12-10-14-LB2,FALSE
Brevundimonas sp. LM2,FALSE
Brevundimonas sp. M20,FALSE
Brevundimonas sp. MF30-B,FALSE
Brevundimonas sp. SGAir0440,FALSE
Brevundimonas subvibrioides,FALSE
Brevundimonas vancanneytii,FALSE
Brevundimonas vesicularis,FALSE
Brochothrix thermosphacta,FALSE
Brucella canis,FALSE
Brucella ceti,FALSE
Brucella inopinata,FALSE
Brucella intermedia,FALSE
Brucella melitensis,FALSE
Brucella sp. 09RB8471,FALSE
Brucella sp. 09RB8910,FALSE
Brucella sp. 10RB9215,FALSE
Brucella sp. 2280,FALSE
Brucella sp. 6810,FALSE
Buchnera aphidicola,FALSE
Bulleidia extructa,FALSE
Burkholderia ambifaria,FALSE
Burkholderia anthina,FALSE
Burkholderia cenocepacia,FALSE
Burkholderia cepacia,FALSE
Burkholderia contaminans,FALSE
Burkholderia diffusa,FALSE
Burkholderia dolosa,FALSE
Burkholderia gladioli,FALSE
Burkholderia glumae,FALSE
Burkholderia lata,FALSE
Burkholderia latens,FALSE
Burkholderia mallei,FALSE
Burkholderia metallica,FALSE
Burkholderia multivorans,FALSE
Burkholderia oklahomensis,FALSE
Burkholderia plantarii,FALSE
Burkholderia pseudomallei,FALSE
Burkholderia pseudomultivorans,FALSE
Burkholderia pyrrocinia,FALSE
Burkholderia seminalis,FALSE
Burkholderia sp. BDU6,FALSE
Burkholderia sp. BDU8,FALSE
Burkholderia sp. Bp7605,FALSE
Burkholderia sp. CCGE1003,FALSE
Burkholderia sp. DHOD12,FALSE
Burkholderia sp. IDO3,FALSE
Burkholderia sp. JP2-270,FALSE
Burkholderia sp. KBS0801,FALSE
Burkholderia sp. KJ006,FALSE
Burkholderia sp. KK1,FALSE
Burkholderia sp. LA-2-3-30-S1-D2,FALSE
Burkholderia sp. MBR-1,FALSE
Burkholderia sp. MSMB0266,FALSE
Burkholderia sp. MSMB0852,FALSE
Burkholderia sp. MSMB0856,FALSE
Burkholderia sp. MSMB1588,FALSE
Burkholderia sp. MSMB617WGS,FALSE
Burkholderia sp. NRF60-BP8,FALSE
Burkholderia sp. PAMC 26561,FALSE
Burkholderia sp. PAMC 28687,FALSE
Burkholderia sp. RPE67,FALSE
Burkholderia sp. THE68,FALSE
Burkholderia sp. YI23,FALSE
Burkholderia stabilis,FALSE
Burkholderia stagnalis,FALSE
Burkholderia territorii,FALSE
Burkholderia thailandensis,FALSE
Burkholderia ubonensis,FALSE
Burkholderia vietnamiensis,FALSE
Buttiauxella agrestis,FALSE
Buttiauxella sp. 3AFRM03,FALSE
Butyricimonas faecalis,FALSE
Butyrivibrio fibrisolvens,FALSE
Butyrivibrio hungatei,FALSE
Butyrivibrio proteoclasticus,FALSE
Bythopirellula goksoyri,FALSE
Caballeronia insecticola,FALSE
Caballeronia sp. SBC1,FALSE
Caldanaerobacter subterraneus,FALSE
Caldicellulosiruptor bescii,FALSE
Caldicellulosiruptor changbaiensis,FALSE
Caldicellulosiruptor hydrothermalis,FALSE
Caldicellulosiruptor kristjanssonii,FALSE
Caldicellulosiruptor kronotskyensis,FALSE
Caldicellulosiruptor lactoaceticus,FALSE
Caldicellulosiruptor obsidiansis,FALSE
Caldicellulosiruptor owensensis,FALSE
Caldicellulosiruptor saccharolyticus,FALSE
Caldilinea aerophila,FALSE
Caldimicrobium thiodismutans,FALSE
Caldisericum exile,FALSE
Caldisphaera lagunensis,FALSE
Calditerrivibrio nitroreducens,FALSE
Caldithrix abyssi,FALSE
Caloramator sp. E03,FALSE
Caloranaerobacter azorensis,FALSE
Calothrix brevissima,FALSE
Calothrix parasitica,FALSE
Calothrix parietina,FALSE
Calothrix sp. 336/3,FALSE
Calothrix sp. NIES-2098,FALSE
Calothrix sp. NIES-2100,FALSE
Calothrix sp. NIES-3974,FALSE
Calothrix sp. PCC 7507,FALSE
Caminibacter mediatlanticus,FALSE
Campylobacter armoricus,FALSE
Campylobacter avium,FALSE
Campylobacter blaseri,FALSE
Campylobacter canadensis,FALSE
Campylobacter coli,FALSE
Campylobacter concisus,TRUE
Campylobacter corcagiensis,FALSE
Campylobacter cuniculorum,FALSE
Campylobacter curvus,TRUE
Campylobacter fetus,FALSE
Campylobacter geochelonis,FALSE
Campylobacter gracilis,TRUE
Campylobacter helveticus,FALSE
Campylobacter hepaticus,FALSE
Campylobacter hominis,FALSE
Campylobacter hyointestinalis,FALSE
Campylobacter iguaniorum,FALSE
Campylobacter insulaenigrae,FALSE
Campylobacter jejuni,FALSE
Campylobacter lanienae,FALSE
Campylobacter lari,FALSE
Campylobacter mucosalis,FALSE
Campylobacter ornithocola,FALSE
Campylobacter peloridis,FALSE
Campylobacter pinnipediorum,FALSE
Campylobacter rectus,TRUE
Campylobacter showae,TRUE
Campylobacter sp. CCUG 57310,FALSE
Campylobacter sp. CFSAN093227,FALSE
Campylobacter sp. CFSAN093238,FALSE
Campylobacter sp. CGEMS,FALSE
Campylobacter sp. RM12175,FALSE
Campylobacter sp. RM16192,FALSE
Campylobacter sp. RM16704,FALSE
Campylobacter sp. RM6137,FALSE
Campylobacter sp. RM6914,FALSE
Campylobacter sp. RM8964,FALSE
Campylobacter sputorum,FALSE
Campylobacter subantarcticus,FALSE
Campylobacter upsaliensis,FALSE
Campylobacter ureolyticus,FALSE
Campylobacter volucris,FALSE
Candida albicans,TRUE
Candida dubliniensis,TRUE
Candida orthopsilosis,FALSE
candidate division SR1 bacterium MGEHA,TRUE
candidate division SR1 bacterium RAAC1_SR1_1,FALSE
candidate division TM7 bacterium JGI 0001002-L20,TRUE
candidate division TM7 genomosp. GTL1,TRUE
candidate division TM7 single-cell isolate TM7b,TRUE
candidate division TM7 single-cell isolate TM7c,TRUE
Candidatus Accumulibacter phosphatis,FALSE
Candidatus Amoebophilus asiaticus,FALSE
Candidatus Annandia adelgestsuga,FALSE
Candidatus Aquiluna sp. 15G-AUS-rot,FALSE
Candidatus Aquiluna sp. UB-MaderosW2red,FALSE
Candidatus Arsenophonus lipoptenae,FALSE
Candidatus Arthromitus sp. SFB-mouse,FALSE
Candidatus Arthromitus sp. SFB-mouse-NL,FALSE
Candidatus Arthromitus sp. SFB-rat-Yit,FALSE
Candidatus Atelocyanobacterium thalassa,FALSE
Candidatus Babela massiliensis,FALSE
Candidatus Bipolaricaulis anaerobius,FALSE
Candidatus Blochmannia pennsylvanicus,FALSE
Candidatus Blochmannia vafer,FALSE
Candidatus Borrelia tachyglossi,FALSE
Candidatus Cardinium hertigii,FALSE
Candidatus Carsonella ruddii,FALSE
Candidatus Chazhemtobacterium aquaticus,FALSE
Candidatus Cloacimonas acidaminovorans,FALSE
Candidatus Coxiella mudrowiae,FALSE
Candidatus Cyclonatronum proteinivorum,FALSE
Candidatus Cytomitobacter indipagum,FALSE
Candidatus Cytomitobacter primus,FALSE
Candidatus Deianiraea vastatrix,FALSE
Candidatus Desulfofervidus auxilii,FALSE
Candidatus Desulforudis audaxviator,FALSE
Candidatus Desulfovibrio trichonymphae,FALSE
Candidatus Doolittlea endobia,FALSE
Candidatus Endolissoclinum faulkneri,FALSE
Candidatus Endomicrobium trichonymphae,FALSE
Candidatus Enterovibrio luxaltus,FALSE
Candidatus Erwinia haradaeae,FALSE
Candidatus Filomicrobium marinum,FALSE
Candidatus Fokinia solitaria,FALSE
Candidatus Fonsibacter ubiquis,FALSE
Candidatus Frankia datiscae,FALSE
Candidatus Fukatsuia symbiotica,FALSE
Candidatus Gullanella endobia,FALSE
Candidatus Hamiltonella defensa,FALSE
Candidatus Hepatoplasma crinochetorum,FALSE
Candidatus Hoaglandella endobia,FALSE
Candidatus Hodgkinia cicadicola,FALSE
Candidatus Ishikawaella capsulata,FALSE
Candidatus Izimaplasma sp. HR1,FALSE
Candidatus Kinetoplastibacterium blastocrithidii,FALSE
Candidatus Kinetoplastibacterium crithidii,FALSE
Candidatus Kinetoplastibacterium desouzaii,FALSE
Candidatus Kinetoplastibacterium galatii,FALSE
Candidatus Kinetoplastibacterium oncopeltii,FALSE
Candidatus Kinetoplastibacterium sorsogonicusi,FALSE
Candidatus Korarchaeum cryptofilum,FALSE
Candidatus Koribacter versatilis,FALSE
Candidatus Kuenenia stuttgartiensis,FALSE
Candidatus Liberibacter africanus,FALSE
Candidatus Liberibacter americanus,FALSE
Candidatus Liberibacter asiaticus,FALSE
Candidatus Liberibacter solanacearum,FALSE
Candidatus Mancarchaeum acidiphilum,FALSE
Candidatus Methanomassiliicoccus intestinalis,FALSE
Candidatus Methanomethylophilus alvus,FALSE
Candidatus Methanoplasma termitum,FALSE
Candidatus Methylopumilus planktonicus,FALSE
Candidatus Methylopumilus rimovensis,FALSE
Candidatus Methylopumilus turicensis,FALSE
Candidatus Methylopumilus universalis,FALSE
Candidatus Methylospira mobilis,FALSE
Candidatus Midichloria mitochondrii,FALSE
Candidatus Mikella endobia,FALSE
Candidatus Moranella endobia,FALSE
Candidatus Mycoplasma haemolamae,FALSE
Candidatus Nanopelagicus abundans,FALSE
Candidatus Nanopelagicus hibericus,FALSE
Candidatus Nanopelagicus limnes,FALSE
Candidatus Nanosynbacter lyticus,FALSE
Candidatus Nardonella dryophthoridicola,FALSE
Candidatus Nasuia deltocephalinicola,FALSE
Candidatus Nesciobacter abundans,FALSE
Candidatus Nitrosocaldus islandicus,FALSE
Candidatus Nitrosocosmicus franklandus,FALSE
Candidatus Nitrosocosmicus hydrocola,FALSE
Candidatus Nitrosocosmicus oleophilus,FALSE
Candidatus Nitrosoglobus terrae,FALSE
Candidatus Nitrosomarinus catalina,FALSE
Candidatus Nitrosopelagicus brevis,FALSE
Candidatus Nitrosopumilus koreensis,FALSE
Candidatus Nitrosopumilus sediminis,FALSE
Candidatus Nitrosopumilus sp. SW,FALSE
Candidatus Nitrososphaera evergladensis,FALSE
Candidatus Nitrososphaera gargensis,FALSE
Candidatus Nitrosotalea devanaterra,FALSE
Candidatus Nitrosotalea okcheonensis,FALSE
Candidatus Nitrosotenuis aquarius,FALSE
Candidatus Nitrosotenuis cloacae,FALSE
Candidatus Nitrosotenuis sp. DW1,FALSE
Candidatus Nitrospira inopinata,FALSE
Candidatus Nitrotoga sp. AM1P,FALSE
Candidatus Nucleicultrix amoebiphila,FALSE
Candidatus Pantoea carbekii,FALSE
Candidatus Paracaedibacter acanthamoebae,FALSE
Candidatus Pelagibacter giovannonii,FALSE
Candidatus Pelagibacter sp. FZCC0015,FALSE
Candidatus Pelagibacter sp. HIMB1321,FALSE
Candidatus Pelagibacter sp. IMCC9063,FALSE
Candidatus Pelagibacter sp. RS39,FALSE
Candidatus Pelagibacter sp. RS40,FALSE
Candidatus Pelagibacter ubique,FALSE
Candidatus Phaeomarinobacter ectocarpi,FALSE
Candidatus Phycorickettsia trachydisci,FALSE
Candidatus Phytoplasma australiense,FALSE
Candidatus Phytoplasma mali,FALSE
Candidatus Phytoplasma ziziphi,FALSE
Candidatus Planktophila dulcis,FALSE
Candidatus Planktophila lacus,FALSE
Candidatus Planktophila limnetica,FALSE
Candidatus Planktophila sulfonica,FALSE
Candidatus Planktophila vernalis,FALSE
Candidatus Planktophila versatilis,FALSE
Candidatus Portiera aleyrodidarum,FALSE
Candidatus Profftella armatura,FALSE
Candidatus Prometheoarchaeum syntrophicum,FALSE
Candidatus Promineofilum breve,FALSE
Candidatus Protochlamydia amoebophila,FALSE
Candidatus Protochlamydia naegleriophila,FALSE
Candidatus Pseudomonas adelgestsugas,FALSE
Candidatus Puniceispirillum marinum,FALSE
Candidatus Purcelliella pentastirinorum,FALSE
Candidatus Reidiella endopervernicosa,FALSE
Candidatus Rhodoluna planktonica,FALSE
Candidatus Riesia pediculicola,FALSE
Candidatus Riesia pediculischaeffi,FALSE
Candidatus Ruthia endofausta,FALSE
Candidatus Ruthia magnifica,FALSE
Candidatus Saccharibacteria bacterium oral taxon 488,TRUE
Candidatus Saccharibacteria bacterium oral taxon 955,TRUE
Candidatus Saccharibacteria bacterium oral taxon 957,TRUE
Candidatus Saccharibacteria bacterium RAAC3_TM7_1,TRUE
Candidatus Saccharimonas aalborgensis,TRUE
Candidatus Sneabacter namystus,FALSE
Candidatus Sodalis pierantonius,FALSE
Candidatus Solibacter usitatus,FALSE
Candidatus Sulcia muelleri,FALSE
Candidatus Sulfurimonas baltica,FALSE
Candidatus Sulfurimonas marisnigri,FALSE
Candidatus Symbiobacter mobilis,FALSE
Candidatus Syntrophocurvum alkaliphilum,FALSE
Candidatus Tachikawaea gelatinosa,FALSE
Candidatus Thiodictyon syntrophicum,FALSE
Candidatus Thioglobus autotrophicus,FALSE
Candidatus Thioglobus singularis,FALSE
Candidatus Thioglobus sp. NP1,FALSE
Candidatus Tremblaya princeps,FALSE
Candidatus Vampirococcus archaeovorus,FALSE
Candidatus Vesicomyosocius okutanii,FALSE
Candidatus Vesicomyosocius sp. SY067_SCS001,FALSE
Candidatus Walczuchella monophlebidarum,FALSE
Candidatus Wolbachia massiliensis,FALSE
Candidatus Xiphinematobacter sp. Idaho Grape,FALSE
Capnocytophaga canimorsus,TRUE
Capnocytophaga cynodegmi,FALSE
Capnocytophaga endodontalis,TRUE
Capnocytophaga gingivalis,TRUE
Capnocytophaga granulosa,TRUE
Capnocytophaga haemolytica,TRUE
Capnocytophaga leadbetteri,TRUE
Capnocytophaga ochracea,TRUE
Capnocytophaga sp. FDAARGOS_737,TRUE
Capnocytophaga sp. H2931,FALSE
Capnocytophaga sp. H4358,FALSE
Capnocytophaga sp. oral taxon 323,TRUE
Capnocytophaga sp. oral taxon 324,TRUE
Capnocytophaga sp. oral taxon 326,TRUE
Capnocytophaga sp. oral taxon 329,FALSE
Capnocytophaga sp. oral taxon 332,TRUE
Capnocytophaga sp. oral taxon 335,TRUE
Capnocytophaga sp. oral taxon 336,TRUE
Capnocytophaga sp. oral taxon 338,TRUE
Capnocytophaga sp. oral taxon 380,TRUE
Capnocytophaga sp. oral taxon 412,TRUE
Capnocytophaga sp. oral taxon 863,TRUE
Capnocytophaga sp. oral taxon 864,TRUE
Capnocytophaga sp. oral taxon 878,TRUE
Capnocytophaga sp. oral taxon 902,TRUE
Capnocytophaga sp. oral taxon 903,TRUE
Capnocytophaga sputigena,TRUE
Capnocytophaga stomatis,FALSE
Caproiciproducens sp. 7D4C2,FALSE
Caproiciproducens sp. NJN-50,FALSE
Carboxydocella thermautotrophica,FALSE
Carboxydothermus hydrogenoformans,FALSE
Cardinium endosymbiont of Encarsia pergandiella,FALSE
Cardinium endosymbiont of Sogatella furcifera,FALSE
Cardiobacterium hominis,TRUE
Cardiobacterium valvarum,TRUE
Carnobacterium divergens,FALSE
Carnobacterium inhibens,FALSE
Carnobacterium maltaromaticum,FALSE
Carnobacterium sp. 17-4,FALSE
Carnobacterium sp. CP1,FALSE
Casimicrobium huifangae,FALSE
Castellaniella defragrans,FALSE
Catenovulum sediminis,FALSE
Catenovulum sp. CCB-QB4,FALSE
Catenulispora acidiphila,FALSE
Catonella morbi,TRUE
Caulobacter flavus,FALSE
Caulobacter henricii,FALSE
Caulobacter mirabilis,FALSE
Caulobacter rhizosphaerae,FALSE
Caulobacter segnis,FALSE
Caulobacter sp. FWC26,FALSE
Caulobacter sp. Ji-3-8,FALSE
Caulobacter sp. K31,FALSE
Caulobacter vibrioides,FALSE
Cedecea lapagei,FALSE
Cedecea neteri,FALSE
Cedecea sp. FDAARGOS_727,FALSE
Celeribacter baekdonensis,FALSE
Celeribacter ethanolicus,FALSE
Celeribacter indicus,FALSE
Celeribacter manganoxidans,FALSE
Celeribacter marinus,FALSE
Cellulomonas fimi,FALSE
Cellulomonas flavigena,FALSE
Cellulomonas gilvus,FALSE
Cellulomonas shaoxiangyii,FALSE
Cellulomonas sp. 40-2,FALSE
Cellulomonas sp. H30R-01,FALSE
Cellulomonas sp. JZ18,FALSE
Cellulomonas sp. PSBB021,FALSE
Cellulomonas sp. Y8,FALSE
Cellulophaga algicola,FALSE
Cellulophaga baltica,FALSE
Cellulophaga lytica,FALSE
Cellulophaga sp. L1A9,FALSE
Cellulosilyticum lentocellum,FALSE
Cellulosilyticum sp. WCF-2,FALSE
Cellulosimicrobium cellulans,FALSE
Cellulosimicrobium sp. 72-3,FALSE
Cellulosimicrobium sp. BI34T,FALSE
Cellulosimicrobium sp. JZ28,FALSE
Cellulosimicrobium sp. TH-20,FALSE
Cellvibrio japonicus,FALSE
Cellvibrio sp. KY-GH-1,FALSE
Cellvibrio sp. KY-YJ-3,FALSE
Cellvibrio sp. PSBB006,FALSE
Cellvibrio sp. PSBB023,FALSE
Centipeda periodontii,TRUE
Cercospora beticola,FALSE
Cetia pacifica,FALSE
Chamaesiphon minutus,FALSE
Changchengzhania lutea,FALSE
Chania multitudinisentens,FALSE
Chelativorans sp. BNC1,FALSE
Chelatococcus daeguensis,FALSE
Chelatococcus sp. CO-6,FALSE
Chitinibacter fontanus,FALSE
Chitinibacter sp. 2T18,FALSE
Chitinimonas arctica,FALSE
Chitinolyticbacter meiyuanensis,FALSE
Chitinophaga caeni,FALSE
Chitinophaga pinensis,FALSE
Chitinophaga sp. 1303,FALSE
Chitinophaga sp. 1310,FALSE
Chitinophaga sp. H33E-04,FALSE
Chitinophaga sp. MD30,FALSE
Chitinophaga sp. XS-30,FALSE
Chlamydia abortus,FALSE
Chlamydia avium,FALSE
Chlamydia caviae,FALSE
Chlamydia felis,FALSE
Chlamydia gallinacea,FALSE
Chlamydia muridarum,FALSE
Chlamydia pecorum,FALSE
Chlamydia pneumoniae,FALSE
Chlamydia psittaci,FALSE
Chlamydia sp. 2742-308,FALSE
Chlamydia sp. H15-1957-10C,FALSE
Chlamydia sp. S15-834C,FALSE
Chlamydia suis,FALSE
Chlamydia trachomatis,FALSE
Chloracidobacterium thermophilum,FALSE
Chlorobaculum limnaeum,FALSE
Chlorobaculum parvum,FALSE
Chlorobaculum tepidum,FALSE
Chlorobium chlorochromatii,FALSE
Chlorobium limicola,FALSE
Chlorobium phaeobacteroides,FALSE
Chlorobium phaeovibrioides,FALSE
Chloroflexi bacterium oral taxon 439,FALSE
Chloroflexus aggregans,FALSE
Chloroflexus aurantiacus,FALSE
Chloroherpeton thalassium,FALSE
Chondrocystis sp. NIES-4102,FALSE
Chondromyces crocatus,FALSE
Christensenella minuta,FALSE
Christensenella sp. Marseille-P3954,FALSE
Chromobacterium haemolyticum,FALSE
Chromobacterium paludis,FALSE
Chromobacterium rhizoryzae,FALSE
Chromobacterium sp. ATCC 53434,FALSE
Chromobacterium sp. IIBBL 112-1,FALSE
Chromobacterium sp. IIBBL 274-1,FALSE
Chromobacterium sp. Rain0013,FALSE
Chromobacterium vaccinii,FALSE
Chromobacterium violaceum,FALSE
Chromohalobacter salexigens,FALSE
Chroococcidiopsis thermalis,FALSE
Chryseobacterium antarcticum,FALSE
Chryseobacterium arthrosphaerae,FALSE
Chryseobacterium aureum,FALSE
Chryseobacterium balustinum,FALSE
Chryseobacterium bernardetii,FALSE
Chryseobacterium camelliae,FALSE
Chryseobacterium carnipullorum,FALSE
Chryseobacterium carnis,FALSE
Chryseobacterium gallinarum,FALSE
Chryseobacterium glaciei,FALSE
Chryseobacterium gleum,FALSE
Chryseobacterium haifense,FALSE
Chryseobacterium indologenes,FALSE
Chryseobacterium indoltheticum,FALSE
Chryseobacterium jeonii,FALSE
Chryseobacterium joostei,FALSE
Chryseobacterium lactis,FALSE
Chryseobacterium manosquense,FALSE
Chryseobacterium nakagawai,FALSE
Chryseobacterium piperi,FALSE
Chryseobacterium shandongense,FALSE
Chryseobacterium sp.,FALSE
Chryseobacterium sp. 3008163,FALSE
Chryseobacterium sp. 6424,FALSE
Chryseobacterium sp. 7-3A,FALSE
Chryseobacterium sp. cx-624,FALSE
Chryseobacterium sp. G0162,FALSE
Chryseobacterium sp. G0186,FALSE
Chryseobacterium sp. G0201,FALSE
Chryseobacterium sp. IHB B 17019,FALSE
Chryseobacterium sp. JV274,FALSE
Chryseobacterium sp. NBC 122,FALSE
Chryseobacterium sp. NEB161,FALSE
Chryseobacterium sp. POL2,FALSE
Chryseobacterium sp. SNU WT5,FALSE
Chryseobacterium sp. StRB126,FALSE
Chryseobacterium sp. T16E-39,FALSE
Chryseobacterium taihuense,FALSE
Chryseobacterium taklimakanense,FALSE
Chryseoglobus indicus,FALSE
Chryseoglobus sp. 28M-23,FALSE
Chryseolinea soli,FALSE
Chthonomonas calidirosea,FALSE
Ciceribacter thiooxidans,FALSE
Citricoccus sp. SGAir0253,FALSE
Citrobacter amalonaticus,FALSE
Citrobacter braakii,FALSE
